#Firmware: Speeduino 2020.08

0.0,1.0,1.0,0.0,61510.59,61510.59,NaN,61510.59
1.0,1.0,0.0,0.0,61529.402,61529.402,18.816,61529.402
1.0,0.0,1.0,0.0,61585.117,61585.117,55.712,61585.117
0.0,0.0,0.0,0.0,61597.18,61597.18,12.064,61597.18
1.0,0.0,0.0,0.0,61672.266,61672.266,75.084,61672.266
0.0,0.0,0.0,0.0,61735.773,61735.773,63.508,61735.773
0.0,1.0,1.0,0.0,61791.465,61791.465,55.692,61791.465
1.0,1.0,0.0,0.0,61800.47,61800.47,9.004,61800.47
0.0,1.0,0.0,0.0,61850.715,61850.715,50.248,61850.715
0.0,0.0,1.0,1.0,61882.223,61882.223,31.508,61882.223
1.0,0.0,0.0,1.0,61911.07,61911.07,28.848,61911.07
0.0,0.0,0.0,1.0,61958.0,61958.0,46.928,61958.0
0.0,1.0,1.0,1.0,62007.863,62007.863,49.864,62007.863
1.0,1.0,0.0,1.0,62016.312,62016.312,8.448,62016.312
1.0,0.0,1.0,1.0,62053.062,62053.062,36.752,62053.062
0.0,0.0,0.0,1.0,62062.55,62062.55,9.488,62062.55
1.0,0.0,0.0,1.0,62120.43,62120.43,57.876,62120.43
0.0,0.0,0.0,1.0,62166.207,62166.207,45.78,62166.207
0.0,1.0,1.0,1.0,62215.543,62215.543,49.336,62215.543
1.0,1.0,0.0,1.0,62223.81,62223.81,8.264,62223.81
0.0,1.0,0.0,1.0,62268.78,62268.78,44.972,62268.78
0.0,0.0,1.0,1.0,62298.49,62298.49,29.708,62298.49
1.0,0.0,0.0,1.0,62326.254,62326.254,27.764,62326.254
0.0,0.0,0.0,1.0,62370.723,62370.723,44.472,62370.723
0.0,1.0,1.0,1.0,62419.723,62419.723,49.0,62419.723
1.0,1.0,0.0,1.0,62427.992,62427.992,8.268,62427.992
1.0,0.0,1.0,1.0,62464.07,62464.07,36.08,62464.07
0.0,0.0,0.0,1.0,62473.457,62473.457,9.384,62473.457
1.0,0.0,0.0,1.0,62531.164,62531.164,57.708,62531.164
0.0,0.0,0.0,1.0,62576.945,62576.945,45.78,62576.945
0.0,1.0,1.0,1.0,62626.55,62626.55,49.608,62626.55
1.0,1.0,0.0,1.0,62634.832,62634.832,8.28,62634.832
0.0,1.0,0.0,1.0,62680.234,62680.234,45.404,62680.234
0.0,0.0,1.0,1.0,62710.21,62710.21,29.976,62710.21
1.0,0.0,0.0,1.0,62738.293,62738.293,28.08,62738.293
0.0,0.0,0.0,1.0,62783.414,62783.414,45.124,62783.414
0.0,1.0,1.0,1.0,62833.12,62833.12,49.704,62833.12
1.0,1.0,0.0,1.0,62841.527,62841.527,8.408,62841.527
1.0,0.0,1.0,1.0,62878.055,62878.055,36.528,62878.055
0.0,0.0,0.0,1.0,62887.523,62887.523,9.468,62887.523
1.0,0.0,0.0,1.0,62946.0,62946.0,58.476,62946.0
0.0,0.0,0.0,1.0,62992.496,62992.496,46.496,62992.496
0.0,1.0,1.0,1.0,63042.758,63042.758,50.26,63042.758
1.0,1.0,0.0,1.0,63051.15,63051.15,8.392,63051.15
0.0,1.0,0.0,1.0,63097.215,63097.215,46.068,63097.215
0.0,0.0,1.0,1.0,63127.54,63127.54,30.324,63127.54
1.0,0.0,0.0,1.0,63156.02,63156.02,28.48,63156.02
0.0,0.0,0.0,1.0,63201.72,63201.72,45.7,63201.72
0.0,1.0,1.0,1.0,63252.094,63252.094,50.372,63252.094
1.0,1.0,0.0,1.0,63260.598,63260.598,8.504,63260.598
1.0,0.0,1.0,1.0,63297.684,63297.684,37.088,63297.684
0.0,0.0,0.0,1.0,63307.305,63307.305,9.62,63307.305
1.0,0.0,0.0,1.0,63366.254,63366.254,58.948,63366.254
0.0,0.0,0.0,1.0,63413.47,63413.47,47.216,63413.47
0.0,1.0,1.0,1.0,63464.188,63464.188,50.72,63464.188
1.0,1.0,0.0,1.0,63472.63,63472.63,8.44,63472.63
0.0,1.0,0.0,1.0,63519.375,63519.375,46.748,63519.375
0.0,0.0,1.0,1.0,63549.95,63549.95,30.572,63549.95
1.0,0.0,0.0,1.0,63578.57,63578.57,28.624,63578.57
0.0,0.0,0.0,1.0,63625.06,63625.06,46.488,63625.06
0.0,1.0,1.0,1.0,63675.76,63675.76,50.7,63675.76
1.0,1.0,0.0,1.0,63684.297,63684.297,8.536,63684.297
1.0,0.0,1.0,1.0,63721.863,63721.863,37.568,63721.863
0.0,0.0,0.0,1.0,63731.613,63731.613,9.748,63731.613
1.0,0.0,0.0,1.0,63791.125,63791.125,59.512,63791.125
0.0,0.0,0.0,1.0,63839.137,63839.137,48.012,63839.137
0.0,1.0,1.0,1.0,63890.29,63890.29,51.152,63890.29
1.0,1.0,0.0,1.0,63898.8,63898.8,8.512,63898.8
0.0,1.0,0.0,1.0,63946.113,63946.113,47.312,63946.113
0.0,0.0,1.0,1.0,63976.973,63976.973,30.86,63976.973
1.0,0.0,0.0,1.0,64005.85,64005.85,28.88,64005.85
0.0,0.0,0.0,1.0,64052.902,64052.902,47.052,64052.902
0.0,1.0,1.0,1.0,64103.93,64103.93,51.024,64103.93
1.0,1.0,0.0,1.0,64112.527,64112.527,8.6,64112.527
1.0,0.0,1.0,1.0,64150.465,64150.465,37.936,64150.465
0.0,0.0,0.0,1.0,64160.293,64160.293,9.828,64160.293
1.0,0.0,0.0,1.0,64220.19,64220.19,59.9,64220.19
0.0,0.0,0.0,1.0,64268.57,64268.57,48.38,64268.57
0.0,1.0,1.0,1.0,64319.95,64319.95,51.376,64319.95
1.0,1.0,0.0,1.0,64328.527,64328.527,8.58,64328.527
0.0,1.0,0.0,1.0,64376.3,64376.3,47.772,64376.3
0.0,0.0,1.0,1.0,64407.395,64407.395,31.096,64407.395
1.0,0.0,0.0,1.0,64436.457,64436.457,29.06,64436.457
0.0,0.0,0.0,1.0,64483.816,64483.816,47.36,64483.816
0.0,1.0,1.0,1.0,64535.152,64535.152,51.336,64535.152
1.0,1.0,0.0,1.0,64543.77,64543.77,8.616,64543.77
1.0,0.0,1.0,1.0,64582.05,64582.05,38.284,64582.05
0.0,0.0,0.0,1.0,64592.008,64592.008,9.956,64592.008
1.0,0.0,0.0,1.0,64652.246,64652.246,60.24,64652.246
0.0,0.0,0.0,1.0,64701.06,64701.06,48.812,64701.06
0.0,1.0,1.0,1.0,64752.64,64752.64,51.58,64752.64
1.0,1.0,0.0,1.0,64761.215,64761.215,8.576,64761.215
0.0,1.0,0.0,1.0,64809.207,64809.207,47.992,64809.207
0.0,0.0,1.0,1.0,64840.406,64840.406,31.2,64840.406
1.0,0.0,0.0,1.0,64869.56,64869.56,29.152,64869.56
0.0,0.0,0.0,1.0,64917.117,64917.117,47.556,64917.117
0.0,1.0,1.0,1.0,64968.613,64968.613,51.496,64968.613
1.0,1.0,0.0,1.0,64977.273,64977.273,8.66,64977.273
1.0,0.0,1.0,1.0,65015.703,65015.703,38.432,65015.703
0.0,0.0,0.0,1.0,65025.684,65025.684,9.98,65025.684
1.0,0.0,0.0,1.0,65086.176,65086.176,60.492,65086.176
0.0,0.0,0.0,1.0,65135.14,65135.14,48.964,65135.14
0.0,1.0,1.0,1.0,65186.945,65186.945,51.804,65186.945
1.0,1.0,0.0,1.0,65195.473,65195.473,8.528,65195.473
0.0,1.0,0.0,1.0,65243.812,65243.812,48.34,65243.812
0.0,0.0,1.0,1.0,65275.055,65275.055,31.244,65275.055
1.0,0.0,0.0,1.0,65304.316,65304.316,29.26,65304.316
0.0,0.0,0.0,1.0,65352.07,65352.07,47.756,65352.07
0.0,1.0,1.0,1.0,65403.8,65403.8,51.728,65403.8
1.0,1.0,0.0,1.0,65412.5,65412.5,8.7,65412.5
1.0,0.0,1.0,1.0,65451.28,65451.28,38.78,65451.28
0.0,0.0,0.0,1.0,65461.33,65461.33,10.048,65461.33
1.0,0.0,0.0,1.0,65521.836,65521.836,60.508,65521.836
0.0,0.0,0.0,1.0,65571.016,65571.016,49.176,65571.016
0.0,1.0,1.0,1.0,65622.945,65622.945,51.932,65622.945
1.0,1.0,0.0,1.0,65631.57,65631.57,8.624,65631.57
0.0,1.0,0.0,1.0,65680.016,65680.016,48.444,65680.016
0.0,0.0,1.0,1.0,65711.445,65711.445,31.436,65711.445
1.0,0.0,0.0,1.0,65740.71,65740.71,29.264,65740.71
0.0,0.0,0.0,1.0,65788.73,65788.73,48.012,65788.73
0.0,1.0,1.0,1.0,65840.62,65840.62,51.896,65840.62
1.0,1.0,0.0,1.0,65849.39,65849.39,8.768,65849.39
